501;Marcel;Raulston;908 Prentice Terrace;Denton;TX;76210;1985-08-23
502;Jori;Yokley;35381 Pepper Wood Drive;Washington;DC;20409;1951-07-28
503;Lanae;Asmus;368 Hanson Place;Sparks;NV;89436;1977-10-25
504;Michael;Dennerly;190 Hoard Way;San Jose;CA;95194;1981-07-17
505;Sophia;Bannell;58 Kedzie Center;Des Moines;IA;50320;1965-09-09
506;Valentia;Fernley;08168 Daystar Crossing;Boston;MA;02104;1955-05-28
507;Kermy;Gowrie;4 Mallard Street;San Antonio;TX;78291;1992-10-05
508;Standford;Kondratovich;74793 Dayton Avenue;Anchorage;AK;99599;1968-12-04
509;Gisele;Turbill;488 Menomonie Trail;Fort Collins;CO;80525;2003-09-21
510;Fran;Slader;7140 Kenwood Terrace;Wichita;KS;67205;1959-06-05
511;Darb;MacRory;885 Spohn Junction;Wilmington;DE;19897;1968-02-17
512;Stirling;Capelin;03 Waubesa Alley;Washington;DC;20540;1956-12-09
513;Correy;Water;0 Helena Trail;Trenton;NJ;08608;1988-06-13
514;Luise;Neagle;309 Mendota Point;Omaha;NE;68144;1988-08-20
515;Florry;Dunnico;33 Barnett Way;San Antonio;TX;78255;1960-11-28
516;Moina;Brown;9924 Portage Center;Roanoke;VA;24048;1963-01-26
517;Lilla;Fitchen;0345 Northridge Point;Naples;FL;33963;1995-09-23
518;Park;Heningam;835 Weeping Birch Trail;Billings;MT;59112;1995-03-02
519;Marlo;Litherborough;5992 Rigney Place;Ocala;FL;34479;1957-05-03
520;Kincaid;Wildman;3246 Village Green Circle;Washington;DC;20010;1976-12-10
521;Brand;Kyffin;3928 Anhalt Avenue;Shreveport;LA;71161;1952-04-20
522;Nataline;Brabbs;678 Meadow Valley Way;Colorado Springs;CO;80905;1966-07-04
523;Burg;Pilmoor;36 Little Fleur Avenue;Charlotte;NC;28205;1962-07-13
524;Kipp;Baggett;6 Lake View Hill;Cincinnati;OH;45228;1996-10-19
525;Rosalind;MacUchadair;5 Barby Alley;Richmond;VA;23272;1989-03-01
526;Kania;MacCartan;86995 Golf Course Street;Port Charlotte;FL;33954;1969-12-08
527;Keeley;Guinery;6 School Parkway;Colorado Springs;CO;80925;1964-09-27
528;Rick;Cawker;664 Coleman Terrace;Jeffersonville;IN;47134;1963-12-28
529;Morse;Swatton;677 Lindbergh Crossing;Miami;FL;33175;1997-02-09
530;Dulcia;Condie;66733 Ilene Trail;El Paso;TX;88525;1989-04-20
531;Constancy;Whitmell;8 Chinook Point;Naperville;IL;60567;1950-03-06
532;Netti;Cordingley;9 Londonderry Lane;Austin;TX;78764;2003-04-22
533;Hersch;Benyon;4552 Hooker Park;Detroit;MI;48242;1992-07-07
534;Shaylyn;Cadwaladr;08 Oneill Terrace;Fargo;ND;58106;1952-07-30
